NAME,B19013_001E,B01003_001E,zip code tabulation area
ZCTA5 25160,42311,596,25160
ZCTA5 25161,-666666666,585,25161
ZCTA5 25162,61042,406,25162
ZCTA5 25164,52670,697,25164
ZCTA5 25165,-666666666,775,25165
ZCTA5 25168,102757,2827,25168
ZCTA5 25169,36406,457,25169
ZCTA5 25173,-666666666,27,25173
ZCTA5 25174,-666666666,305,25174
ZCTA5 25177,54789,23211,25177
ZCTA5 25180,-666666666,221,25180
ZCTA5 25181,-666666666,1281,25181
ZCTA5 25183,-666666666,70,25183
ZCTA5 25185,-666666666,734,25185
ZCTA5 25186,33650,925,25186
ZCTA5 25187,43447,739,25187
ZCTA5 25193,77841,280,25193
ZCTA5 25201,-666666666,46,25201
ZCTA5 25202,96071,1408,25202
ZCTA5 25203,-666666666,197,25203
ZCTA5 25204,-666666666,160,25204
ZCTA5 25205,76635,248,25205
ZCTA5 25206,-666666666,174,25206
ZCTA5 25208,40260,782,25208
ZCTA5 25209,49926,529,25209
ZCTA5 25211,22228,129,25211
ZCTA5 25213,89750,6274,25213
ZCTA5 25214,-666666666,1042,25214
ZCTA5 25231,-666666666,0,25231
ZCTA5 25234,56321,624,25234
ZCTA5 25235,49125,1075,25235
ZCTA5 25239,87813,1605,25239
ZCTA5 25241,56087,1948,25241
ZCTA5 25243,39219,686,25243
ZCTA5 25244,64750,838,25244
ZCTA5 25245,96563,626,25245
ZCTA5 25247,57529,507,25247
ZCTA5 25248,57563,3546,25248
ZCTA5 25251,51939,564,25251
ZCTA5 25252,43843,1166,25252
ZCTA5 25253,61439,2246,25253
ZCTA5 25259,36700,821,25259
ZCTA5 25260,49096,1494,25260
ZCTA5 25261,-666666666,176,25261
ZCTA5 25262,71282,1265,25262
ZCTA5 25264,62865,583,25264
ZCTA5 25265,63333,1616,25265
ZCTA5 25266,80444,842,25266
ZCTA5 25267,46250,417,25267
ZCTA5 25268,41250,615,25268
ZCTA5 25270,45455,970,25270
ZCTA5 25271,48101,7974,25271
ZCTA5 25275,42431,1900,25275
ZCTA5 25276,38750,7355,25276
ZCTA5 25285,53125,629,25285
ZCTA5 25286,52368,1388,25286
ZCTA5 25287,54333,1104,25287
ZCTA5 25301,21063,2454,25301
ZCTA5 25302,55525,13280,25302
ZCTA5 25303,73975,6987,25303
ZCTA5 25304,80200,8480,25304
ZCTA5 25305,-666666666,0,25305
ZCTA5 25306,62454,6283,25306
ZCTA5 25309,52920,12144,25309
ZCTA5 25311,58046,9613,25311
ZCTA5 25312,58220,10089,25312
ZCTA5 25313,63945,11862,25313
ZCTA5 25314,86462,15742,25314
ZCTA5 25315,50110,3227,25315
ZCTA5 25320,50162,4362,25320
ZCTA5 25387,41635,5173,25387
ZCTA5 25401,49157,15661,25401
ZCTA5 25403,82190,15865,25403
ZCTA5 25404,68897,22809,25404
ZCTA5 25405,90962,14993,25405
ZCTA5 25411,64070,11929,25411
ZCTA5 25413,95000,8964,25413
ZCTA5 25414,101020,20273,25414
ZCTA5 25419,86316,12850,25419
ZCTA5 25420,96020,5086,25420
ZCTA5 25421,-666666666,33,25421
ZCTA5 25422,45729,1720,25422
ZCTA5 25425,90059,13404,25425
ZCTA5 25427,86985,16410,25427
ZCTA5 25428,80329,13690,25428
ZCTA5 25430,86808,8215,25430
ZCTA5 25431,68289,313,25431
ZCTA5 25432,47750,113,25432
ZCTA5 25434,61415,3087,25434
ZCTA5 25437,-666666666,180,25437
ZCTA5 25438,82825,7356,25438
ZCTA5 25442,120217,2918,25442
ZCTA5 25443,103933,7298,25443
ZCTA5 25444,-666666666,477,25444
ZCTA5 25446,130278,1477,25446
ZCTA5 25501,50024,1230,25501
ZCTA5 25502,75821,627,25502
ZCTA5 25503,-666666666,654,25503
ZCTA5 25504,59577,12197,25504
ZCTA5 25505,-666666666,401,25505
ZCTA5 25506,45080,5690,25506
ZCTA5 25507,48379,1180,25507
ZCTA5 25508,48866,8282,25508
ZCTA5 25510,78382,5407,25510
ZCTA5 25511,40000,835,25511
ZCTA5 25512,37672,1197,25512
ZCTA5 25514,53179,3841,25514
ZCTA5 25515,46237,2319,25515
ZCTA5 25517,40781,1328,25517
ZCTA5 25520,65881,1164,25520
ZCTA5 25521,57375,1034,25521
ZCTA5 25523,58056,2704,25523
ZCTA5 25524,39976,2373,25524
ZCTA5 25526,81187,22522,25526
ZCTA5 25529,61583,1085,25529
ZCTA5 25530,68048,6642,25530
ZCTA5 25534,21029,62,25534
ZCTA5 25535,67941,2420,25535
ZCTA5 25537,62292,1553,25537
ZCTA5 25540,-666666666,320,25540
ZCTA5 25541,61818,9360,25541
ZCTA5 25544,-666666666,128,25544
ZCTA5 25545,89712,5005,25545
ZCTA5 25547,-666666666,374,25547
ZCTA5 25550,49940,8925,25550
ZCTA5 25555,67313,2083,25555
ZCTA5 25557,43293,1402,25557
ZCTA5 25559,33438,1501,25559
ZCTA5 25560,104432,8292,25560
ZCTA5 25564,-666666666,1566,25564
ZCTA5 25565,32628,877,25565
ZCTA5 25567,-666666666,782,25567
ZCTA5 25570,45631,6075,25570
ZCTA5 25571,53512,1874,25571
ZCTA5 25573,-666666666,418,25573
ZCTA5 25601,47010,5007,25601
ZCTA5 25606,50107,817,25606
ZCTA5 25607,25588,727,25607
ZCTA5 25608,-666666666,960,25608
ZCTA5 25611,-666666666,1004,25611
ZCTA5 25612,-666666666,251,25612
ZCTA5 25617,23914,177,25617
ZCTA5 25621,54750,1675,25621
ZCTA5 25624,13879,408,25624
ZCTA5 25625,65924,1300,25625
ZCTA5 25628,53162,498,25628
ZCTA5 25630,-666666666,423,25630
ZCTA5 25632,-666666666,823,25632
ZCTA5 25634,-666666666,1372,25634
ZCTA5 25635,68125,1973,25635
ZCTA5 25637,51667,1234,25637
ZCTA5 25638,89276,237,25638
ZCTA5 25639,39573,690,25639
ZCTA5 25644,85107,603,25644
ZCTA5 25646,35444,1177,25646
ZCTA5 25647,40900,179,25647
ZCTA5 25649,53776,1338,25649
ZCTA5 25650,-666666666,68,25650
ZCTA5 25651,25333,485,25651
ZCTA5 25652,42295,1394,25652
ZCTA5 25653,-666666666,89,25653
ZCTA5 25654,-666666666,205,25654
ZCTA5 25661,29355,4485,25661
ZCTA5 25666,-666666666,30,25666
ZCTA5 25667,23321,577,25667
ZCTA5 25669,-666666666,867,25669
ZCTA5 25670,36125,3312,25670
ZCTA5 25671,-666666666,1755,25671
ZCTA5 25672,21964,390,25672
ZCTA5 25674,31129,2056,25674
ZCTA5 25676,39929,1343,25676
ZCTA5 25678,40000,1410,25678
ZCTA5 25685,-666666666,469,25685
ZCTA5 25688,-666666666,320,25688
ZCTA5 25690,67500,842,25690
ZCTA5 25692,22846,1498,25692
ZCTA5 25696,54250,1382,25696
ZCTA5 25699,-666666666,0,25699
ZCTA5 25701,51671,21860,25701
ZCTA5 25702,39225,7164,25702
ZCTA5 25703,25457,4963,25703
ZCTA5 25704,51646,14413,25704
ZCTA5 25705,60608,20668,25705
ZCTA5 25755,-666666666,1560,25755
ZCTA5 25801,49370,30869,25801
ZCTA5 25810,-666666666,0,25810
ZCTA5 25811,-666666666,51,25811
ZCTA5 25812,50417,1317,25812
ZCTA5 25813,57500,7429,25813
ZCTA5 25817,-666666666,53,25817
ZCTA5 25818,90516,310,25818
ZCTA5 25820,93289,495,25820
ZCTA5 25823,-666666666,419,25823
ZCTA5 25825,58785,2482,25825
ZCTA5 25826,-666666666,660,25826
ZCTA5 25827,61146,1851,25827
ZCTA5 25831,58629,1234,25831
ZCTA5 25832,84020,4843,25832
ZCTA5 25836,-666666666,1153,25836
ZCTA5 25837,76625,409,25837
ZCTA5 25839,-666666666,453,25839
ZCTA5 25840,59825,7917,25840
ZCTA5 25841,59750,555,25841
ZCTA5 25843,84619,1301,25843
ZCTA5 25844,92708,661,25844
ZCTA5 25845,-666666666,584,25845
ZCTA5 25846,-666666666,55,25846
ZCTA5 25848,-666666666,115,25848
ZCTA5 25849,-666666666,200,25849
ZCTA5 25851,-666666666,0,25851
ZCTA5 25853,-666666666,49,25853
ZCTA5 25854,-666666666,570,25854
ZCTA5 25855,28491,368,25855
ZCTA5 25857,-666666666,25,25857
ZCTA5 25862,77742,267,25862
ZCTA5 25864,73224,127,25864
ZCTA5 25865,39509,1431,25865
ZCTA5 25866,66042,343,25866
ZCTA5 25868,52035,629,25868
ZCTA5 25870,-666666666,58,25870
ZCTA5 25871,52841,934,25871
ZCTA5 25873,26492,617,25873
ZCTA5 25875,81477,913,25875
ZCTA5 25876,-666666666,68,25876
ZCTA5 25878,23899,968,25878
ZCTA5 25879,60396,260,25879
ZCTA5 25880,47695,5552,25880
ZCTA5 25882,72727,2361,25882
ZCTA5 25901,51402,10225,25901
ZCTA5 25902,-666666666,326,25902
ZCTA5 25904,36750,411,25904
ZCTA5 25907,-666666666,198,25907
ZCTA5 25908,-666666666,127,25908
ZCTA5 25909,83516,1005,25909
ZCTA5 25911,39100,115,25911
ZCTA5 25913,-666666666,132,25913
ZCTA5 25915,44464,229,25915
ZCTA5 25916,-666666666,182,25916
ZCTA5 25917,60399,1341,25917
ZCTA5 25918,76845,4659,25918
ZCTA5 25920,-666666666,331,25920
ZCTA5 25921,34184,2820,25921
ZCTA5 25922,2499,71,25922
ZCTA5 25928,-666666666,207,25928
ZCTA5 25932,-666666666,228,25932
ZCTA5 25936,-666666666,5,25936
ZCTA5 25938,56650,1650,25938
ZCTA5 25942,-666666666,100,25942
ZCTA5 25943,-666666666,0,25943
ZCTA5 25951,36679,5286,25951
ZCTA5 25958,-666666666,619,25958
ZCTA5 25962,42631,3345,25962
ZCTA5 25966,58906,67,25966
ZCTA5 25969,57500,1635,25969
ZCTA5 25971,74167,1487,25971
ZCTA5 25972,37212,208,25972
ZCTA5 25976,41452,2314,25976
ZCTA5 25977,-666666666,8,25977
ZCTA5 25978,72500,560,25978
ZCTA5 25979,40212,689,25979
ZCTA5 25981,28500,881,25981
ZCTA5 25984,27825,1957,25984
ZCTA5 25985,47500,381,25985
ZCTA5 25986,74306,237,25986
ZCTA5 25989,-666666666,441,25989
ZCTA5 26003,58625,40445,26003
ZCTA5 26030,30000,588,26030
ZCTA5 26031,50474,1556,26031
ZCTA5 26032,39583,1109,26032
ZCTA5 26033,59500,1806,26033
ZCTA5 26034,57382,4555,26034
ZCTA5 26035,53649,2134,26035
ZCTA5 26036,119219,457,26036
ZCTA5 26037,56713,5727,26037
ZCTA5 26038,88409,2926,26038
ZCTA5 26039,42000,383,26039
ZCTA5 26040,43235,1855,26040
ZCTA5 26041,55545,15706,26041
ZCTA5 26047,63403,5404,26047
ZCTA5 26050,31250,1504,26050
ZCTA5 26055,63424,1044,26055
ZCTA5 26056,95673,258,26056
ZCTA5 26058,-666666666,155,26058
ZCTA5 26059,69922,2863,26059
ZCTA5 26060,78712,1789,26060
ZCTA5 26062,59027,20721,26062
ZCTA5 26070,55729,7951,26070
ZCTA5 26074,51875,1461,26074
ZCTA5 26075,60938,569,26075
ZCTA5 26101,45556,28571,26101
ZCTA5 26104,51695,16729,26104
ZCTA5 26105,65549,12297,26105
ZCTA5 26133,71131,1247,26133
ZCTA5 26134,57692,750,26134
ZCTA5 26136,42500,266,26136
ZCTA5 26137,31550,1064,26137
ZCTA5 26138,-666666666,87,26138
ZCTA5 26141,40814,523,26141
ZCTA5 26142,67245,2186,26142
ZCTA5 26143,56588,3326,26143
ZCTA5 26146,50893,1109,26146
ZCTA5 26147,41929,1873,26147
ZCTA5 26148,41622,233,26148
ZCTA5 26149,60750,2330,26149
ZCTA5 26150,67004,5928,26150
ZCTA5 26151,-666666666,343,26151
ZCTA5 26152,-666666666,12,26152
ZCTA5 26155,54747,7715,26155
ZCTA5 26159,54113,2523,26159
ZCTA5 26160,61146,1187,26160
ZCTA5 26161,50568,490,26161
ZCTA5 26162,-666666666,0,26162
ZCTA5 26164,48250,7342,26164
ZCTA5 26167,54677,478,26167
ZCTA5 26169,49193,837,26169
ZCTA5 26170,61992,6153,26170
ZCTA5 26175,59036,3168,26175
ZCTA5 26178,35203,272,26178
ZCTA5 26180,70918,2181,26180
ZCTA5 26181,79314,5708,26181
ZCTA5 26184,65793,2328,26184
ZCTA5 26187,80714,6100,26187
ZCTA5 26201,51597,19020,26201
ZCTA5 26202,-666666666,299,26202
ZCTA5 26203,35288,503,26203
ZCTA5 26205,30757,2257,26205
ZCTA5 26206,39955,2797,26206
ZCTA5 26208,44519,853,26208
ZCTA5 26209,33309,43,26209
ZCTA5 26210,-666666666,17,26210
ZCTA5 26215,85833,122,26215
ZCTA5 26217,-666666666,316,26217
ZCTA5 26218,58270,2880,26218
ZCTA5 26222,51058,229,26222
ZCTA5 26224,34306,202,26224
ZCTA5 26228,-666666666,0,26228
ZCTA5 26230,-666666666,95,26230
ZCTA5 26234,49886,1053,26234
ZCTA5 26236,-666666666,0,26236
ZCTA5 26237,77935,556,26237
ZCTA5 26238,41250,1049,26238
ZCTA5 26241,53102,14221,26241
ZCTA5 26250,46132,5743,26250
ZCTA5 26253,63194,2803,26253
ZCTA5 26254,83393,127,26254
ZCTA5 26257,57396,796,26257
ZCTA5 26259,63512,68,26259
ZCTA5 26260,72426,1307,26260
ZCTA5 26261,34255,3115,26261
ZCTA5 26263,57574,232,26263
ZCTA5 26264,43000,664,26264
ZCTA5 26266,-666666666,433,26266
ZCTA5 26267,58828,956,26267
ZCTA5 26268,-666666666,37,26268
ZCTA5 26269,62917,983,26269
ZCTA5 26270,60188,742,26270
ZCTA5 26271,36354,313,26271
ZCTA5 26273,38382,2130,26273
ZCTA5 26275,48889,594,26275
ZCTA5 26276,60800,821,26276
ZCTA5 26278,60379,540,26278
ZCTA5 26280,47386,1384,26280
ZCTA5 26282,-666666666,197,26282
ZCTA5 26283,65500,1377,26283
ZCTA5 26285,29861,275,26285
ZCTA5 26287,52660,2967,26287
ZCTA5 26288,37348,2958,26288
ZCTA5 26289,-666666666,13,26289
ZCTA5 26291,-666666666,25,26291
ZCTA5 26292,55333,712,26292
ZCTA5 26293,93352,713,26293
ZCTA5 26294,31016,335,26294
ZCTA5 26296,-666666666,45,26296
ZCTA5 26298,-666666666,29,26298
ZCTA5 26301,49773,29025,26301
ZCTA5 26320,65813,705,26320
ZCTA5 26321,83125,329,26321
ZCTA5 26323,27685,423,26323
ZCTA5 26325,35139,271,26325
ZCTA5 26327,-666666666,30,26327
ZCTA5 26330,86843,15130,26330
ZCTA5 26335,63854,1123,26335
ZCTA5 26337,50556,842,26337
ZCTA5 26338,83265,592,26338
ZCTA5 26339,90208,174,26339
ZCTA5 26342,46563,564,26342
ZCTA5 26343,39922,297,26343
ZCTA5 26346,71875,637,26346
ZCTA5 26347,49622,2345,26347
ZCTA5 26348,-666666666,281,26348
ZCTA5 26349,60486,239,26349
ZCTA5 26351,50865,4635,26351
ZCTA5 26354,55250,10101,26354
ZCTA5 26361,-666666666,53,26361
ZCTA5 26362,47180,2904,26362
ZCTA5 26366,-666666666,12,26366
ZCTA5 26369,-666666666,485,26369
ZCTA5 26372,109299,774,26372
ZCTA5 26374,52049,1858,26374
ZCTA5 26376,42944,494,26376
ZCTA5 26377,50779,678,26377
ZCTA5 26378,66000,4639,26378
ZCTA5 26384,-666666666,330,26384
ZCTA5 26385,73026,3021,26385
ZCTA5 26386,64073,2529,26386
ZCTA5 26404,13878,101,26404
ZCTA5 26405,87857,956,26405
ZCTA5 26408,71157,2188,26408
ZCTA5 26410,49583,684,26410
ZCTA5 26411,49226,619,26411
ZCTA5 26412,27794,601,26412
ZCTA5 26415,61761,3450,26415
ZCTA5 26416,48740,7157,26416
ZCTA5 26419,63125,673,26419
ZCTA5 26421,34844,175,26421
ZCTA5 26422,70595,265,26422
ZCTA5 26424,-666666666,196,26424
ZCTA5 26425,38068,864,26425
ZCTA5 26426,52009,7302,26426
ZCTA5 26430,-666666666,299,26430
ZCTA5 26431,53803,5899,26431
ZCTA5 26435,-666666666,67,26435
ZCTA5 26436,26779,180,26436
ZCTA5 26437,68750,476,26437
ZCTA5 26438,-666666666,105,26438
ZCTA5 26440,63063,1364,26440
ZCTA5 26443,97546,359,26443
ZCTA5 26444,46667,3300,26444
ZCTA5 26447,52500,1206,26447
ZCTA5 26448,51042,1181,26448
ZCTA5 26451,69000,529,26451
ZCTA5 26452,48019,9374,26452
ZCTA5 26456,66071,3258,26456
ZCTA5 26463,45000,218,26463
ZCTA5 26501,62173,19640,26501
ZCTA5 26505,42275,37691,26505
ZCTA5 26506,-666666666,1474,26506
ZCTA5 26508,83247,39356,26508
ZCTA5 26519,52440,2126,26519
ZCTA5 26520,-666666666,360,26520
ZCTA5 26521,78750,119,26521
ZCTA5 26524,11438,135,26524
ZCTA5 26525,80938,8390,26525
ZCTA5 26534,31658,831,26534
ZCTA5 26537,57788,5392,26537
ZCTA5 26541,86445,3170,26541
ZCTA5 26542,59063,2120,26542
ZCTA5 26543,-666666666,26,26543
ZCTA5 26544,-666666666,0,26544
ZCTA5 26546,49149,400,26546
ZCTA5 26547,67284,3001,26547
ZCTA5 26554,69271,42116,26554
ZCTA5 26559,78182,1597,26559
ZCTA5 26560,7198,153,26560
ZCTA5 26562,-666666666,830,26562
ZCTA5 26563,19188,188,26563
ZCTA5 26568,58333,622,26568
ZCTA5 26570,62885,3155,26570
ZCTA5 26571,71944,1520,26571
ZCTA5 26572,45750,452,26572
ZCTA5 26574,53393,405,26574
ZCTA5 26575,39280,579,26575
ZCTA5 26576,97180,712,26576
ZCTA5 26581,57960,909,26581
ZCTA5 26582,48462,3929,26582
ZCTA5 26585,71250,663,26585
ZCTA5 26586,56528,63,26586
ZCTA5 26587,88125,191,26587
ZCTA5 26588,67566,2911,26588
ZCTA5 26590,97928,516,26590
ZCTA5 26591,76000,1609,26591
ZCTA5 26601,48353,3767,26601
ZCTA5 26610,43750,811,26610
ZCTA5 26611,63170,179,26611
ZCTA5 26615,16304,128,26615
ZCTA5 26617,55938,694,26617
ZCTA5 26619,33750,562,26619
ZCTA5 26621,40398,920,26621
ZCTA5 26623,57431,1515,26623
ZCTA5 26624,38770,2169,26624
ZCTA5 26627,62656,376,26627
ZCTA5 26629,39531,363,26629
ZCTA5 26631,-666666666,234,26631
ZCTA5 26636,-666666666,193,26636
ZCTA5 26638,92083,307,26638
ZCTA5 26651,59067,10070,26651
ZCTA5 26656,71500,363,26656
ZCTA5 26660,118194,448,26660
ZCTA5 26662,-666666666,645,26662
ZCTA5 26667,105909,48,26667
ZCTA5 26671,46908,349,26671
ZCTA5 26676,-666666666,205,26676
ZCTA5 26678,78253,1524,26678
ZCTA5 26679,55187,1180,26679
ZCTA5 26680,80341,372,26680
ZCTA5 26681,30030,1098,26681
ZCTA5 26684,83472,300,26684
ZCTA5 26690,-666666666,863,26690
ZCTA5 26691,-666666666,735,26691
ZCTA5 26704,76299,5403,26704
ZCTA5 26705,55230,680,26705
ZCTA5 26707,30179,311,26707
ZCTA5 26710,75852,2043,26710
ZCTA5 26711,87917,2352,26711
ZCTA5 26714,131042,506,26714
ZCTA5 26716,77368,911,26716
ZCTA5 26717,65833,1421,26717
ZCTA5 26719,47011,2020,26719
ZCTA5 26720,-666666666,52,26720
ZCTA5 26722,39167,387,26722
ZCTA5 26726,68189,12619,26726
ZCTA5 26731,-666666666,256,26731
ZCTA5 26739,40726,568,26739
ZCTA5 26743,65814,2126,26743
ZCTA5 26750,44688,897,26750
ZCTA5 26753,76445,5858,26753
ZCTA5 26755,55893,826,26755
ZCTA5 26757,51066,7020,26757
ZCTA5 26761,25362,513,26761
ZCTA5 26763,62938,1564,26763
ZCTA5 26764,54604,4349,26764
ZCTA5 26767,101477,419,26767
ZCTA5 26801,49971,1441,26801
ZCTA5 26802,39177,809,26802
ZCTA5 26804,38875,537,26804
ZCTA5 26807,65096,2361,26807
ZCTA5 26808,-666666666,999,26808
ZCTA5 26810,-666666666,327,26810
ZCTA5 26812,53594,1644,26812
ZCTA5 26814,74125,385,26814
ZCTA5 26815,53125,553,26815
ZCTA5 26817,-666666666,586,26817
ZCTA5 26818,39306,1130,26818
ZCTA5 26823,-666666666,123,26823
ZCTA5 26833,68188,2749,26833
ZCTA5 26836,48073,6171,26836
ZCTA5 26838,-666666666,113,26838
ZCTA5 26845,89050,967,26845
ZCTA5 26847,54611,5535,26847
ZCTA5 26851,50179,1612,26851
ZCTA5 26852,61250,922,26852
ZCTA5 26855,63375,704,26855
ZCTA5 26865,-666666666,233,26865
ZCTA5 26866,81806,911,26866
ZCTA5 26884,71154,229,26884
ZCTA5 26886,-666666666,186,26886
ZCTA5 27006,94477,16254,27006
ZCTA5 27007,85911,2294,27007
ZCTA5 27009,83300,3493,27009
ZCTA5 27011,66861,5109,27011
ZCTA5 27012,94082,29708,27012
ZCTA5 27013,67443,6975,27013
ZCTA5 27014,47417,921,27014
ZCTA5 27016,54920,1858,27016
ZCTA5 27017,57087,9594,27017
ZCTA5 27018,66725,7838,27018
ZCTA5 27019,54609,2946,27019
ZCTA5 27020,47590,5854,27020
ZCTA5 27021,61736,17029,27021
ZCTA5 27022,41645,1187,27022
ZCTA5 27023,88418,13998,27023
ZCTA5 27024,61395,2362,27024
ZCTA5 27025,53075,12333,27025
ZCTA5 27027,45865,3950,27027
ZCTA5 27028,66166,26026,27028
ZCTA5 27030,47213,36350,27030
ZCTA5 27040,92365,12574,27040
ZCTA5 27041,68328,7506,27041
ZCTA5 27042,104038,178,27042
ZCTA5 27043,75513,6885,27043
ZCTA5 27045,70345,10086,27045
ZCTA5 27046,49632,2285,27046
ZCTA5 27047,79702,1473,27047
ZCTA5 27048,59324,8409,27048
ZCTA5 27050,85820,3701,27050
ZCTA5 27051,70825,7674,27051
ZCTA5 27052,57913,10599,27052
ZCTA5 27053,66875,3187,27053
ZCTA5 27054,89795,2372,27054
ZCTA5 27055,63770,14436,27055
ZCTA5 27101,44611,21881,27101
ZCTA5 27103,66582,33978,27103
ZCTA5 27104,77056,31184,27104
ZCTA5 27105,41580,41257,27105
ZCTA5 27106,66091,49296,27106
ZCTA5 27107,59897,51305,27107
ZCTA5 27109,-666666666,2583,27109
ZCTA5 27110,-666666666,2171,27110
ZCTA5 27127,63822,41450,27127
ZCTA5 27201,55179,135,27201
ZCTA5 27202,-666666666,125,27202
ZCTA5 27203,47506,22641,27203
ZCTA5 27205,63577,36212,27205
ZCTA5 27207,68240,4129,27207
ZCTA5 27208,60333,1615,27208
ZCTA5 27209,43795,3935,27209
ZCTA5 27212,80741,2215,27212
ZCTA5 27213,-666666666,53,27213
ZCTA5 27214,78482,14929,27214
ZCTA5 27215,66669,45967,27215
ZCTA5 27217,50770,40561,27217
ZCTA5 27229,47891,3270,27229
ZCTA5 27231,57159,2174,27231
ZCTA5 27233,71446,3414,27233
ZCTA5 27235,101440,4963,27235
ZCTA5 27239,61098,8409,27239
ZCTA5 27242,38431,1666,27242
ZCTA5 27243,88681,5506,27243
ZCTA5 27244,70982,16652,27244
ZCTA5 27247,-666666666,117,27247
ZCTA5 27248,61667,3975,27248
ZCTA5 27249,81250,13081,27249
ZCTA5 27252,37934,1066,27252
ZCTA5 27253,62020,32688,27253
ZCTA5 27256,-666666666,74,27256
ZCTA5 27258,71875,7162,27258
ZCTA5 27259,-666666666,25,27259
ZCTA5 27260,41817,25941,27260
ZCTA5 27262,64395,26137,27262
ZCTA5 27263,52637,21294,27263
ZCTA5 27265,70929,50123,27265
ZCTA5 27268,-666666666,1324,27268
ZCTA5 27278,101821,28546,27278
ZCTA5 27281,71021,3290,27281
ZCTA5 27282,86270,14729,27282
ZCTA5 27283,77140,3262,27283
ZCTA5 27284,80739,57119,27284
ZCTA5 27288,53081,22768,27288
ZCTA5 27291,87500,1654,27291
ZCTA5 27292,54468,40369,27292
ZCTA5 27295,65446,38521,27295
ZCTA5 27298,61488,10507,27298
ZCTA5 27299,75433,5144,27299
ZCTA5 27301,82116,10897,27301
ZCTA5 27302,81875,34222,27302
ZCTA5 27305,53750,1375,27305
ZCTA5 27306,57202,5457,27306
ZCTA5 27310,149743,8573,27310
ZCTA5 27311,35473,3656,27311
ZCTA5 27312,100505,22443,27312
ZCTA5 27313,77929,8009,27313
ZCTA5 27314,-666666666,596,27314
ZCTA5 27315,66166,2005,27315
ZCTA5 27316,52699,7229,27316
ZCTA5 27317,57266,17769,27317
ZCTA5 27320,55491,38610,27320
ZCTA5 27325,50941,7261,27325
ZCTA5 27326,66035,3387,27326
ZCTA5 27330,60726,41473,27330
ZCTA5 27332,73075,34378,27332
ZCTA5 27340,-666666666,54,27340
ZCTA5 27341,55938,4201,27341
ZCTA5 27342,113750,72,27342
ZCTA5 27343,97104,1606,27343
ZCTA5 27344,62493,18804,27344
ZCTA5 27349,69375,6225,27349
ZCTA5 27350,66612,6110,27350
ZCTA5 27351,-666666666,143,27351
ZCTA5 27355,43409,2043,27355
ZCTA5 27356,58156,3112,27356
ZCTA5 27357,78779,9785,27357
ZCTA5 27358,128843,15283,27358
ZCTA5 27360,60898,48520,27360
ZCTA5 27370,70893,15223,27370
ZCTA5 27371,62392,7842,27371
ZCTA5 27374,-666666666,235,27374
ZCTA5 27376,74891,9693,27376
ZCTA5 27377,78517,10388,27377
ZCTA5 27379,41361,4143,27379
ZCTA5 27401,44524,21788,27401
ZCTA5 27403,56722,20675,27403
ZCTA5 27405,46498,52525,27405
ZCTA5 27406,56748,63661,27406
ZCTA5 27407,59308,52583,27407
ZCTA5 27408,89524,16229,27408
ZCTA5 27409,57862,16927,27409
ZCTA5 27410,84225,54317,27410
ZCTA5 27411,-666666666,1649,27411
ZCTA5 27412,-666666666,3150,27412
ZCTA5 27455,93841,29392,27455
ZCTA5 27501,71217,23237,27501
ZCTA5 27502,137088,47436,27502
ZCTA5 27503,107173,5092,27503
ZCTA5 27504,68376,15999,27504
ZCTA5 27505,77629,7985,27505
ZCTA5 27506,-666666666,1064,27506
ZCTA5 27507,110952,1983,27507
ZCTA5 27508,50750,2448,27508
ZCTA5 27509,70886,7838,27509
ZCTA5 27510,62737,13739,27510
ZCTA5 27511,104072,33279,27511
ZCTA5 27513,119458,47444,27513
ZCTA5 27514,94167,32612,27514
ZCTA5 27516,100788,46372,27516
ZCTA5 27517,124821,28676,27517
ZCTA5 27518,121242,18995,27518
ZCTA5 27519,159414,67976,27519
ZCTA5 27520,84545,48662,27520
ZCTA5 27521,57540,6607,27521
ZCTA5 27522,74722,13654,27522
ZCTA5 27523,122401,18330,27523
ZCTA5 27524,76141,14420,27524
ZCTA5 27525,68847,16485,27525
ZCTA5 27526,105055,59306,27526
ZCTA5 27527,111011,35968,27527
ZCTA5 27529,86426,55201,27529
ZCTA5 27530,55507,37442,27530
ZCTA5 27531,-666666666,660,27531
ZCTA5 27533,-666666666,200,27533
ZCTA5 27534,59950,31340,27534
ZCTA5 27536,39491,15293,27536
ZCTA5 27537,52345,23795,27537
ZCTA5 27539,140121,25944,27539
ZCTA5 27540,125681,45993,27540
ZCTA5 27541,74561,3862,27541
ZCTA5 27542,56157,9441,27542
ZCTA5 27544,63393,3991,27544
ZCTA5 27545,85400,33750,27545
ZCTA5 27546,61781,20802,27546
ZCTA5 27549,63534,25826,27549
ZCTA5 27551,77778,1888,27551
ZCTA5 27553,27462,1953,27553
ZCTA5 27555,51094,788,27555
ZCTA5 27556,-666666666,180,27556
ZCTA5 27557,65833,8407,27557
ZCTA5 27559,63750,2607,27559
ZCTA5 27560,117340,39442,27560
ZCTA5 27562,168804,5044,27562
ZCTA5 27563,39732,5300,27563
ZCTA5 27565,59406,23658,27565
ZCTA5 27568,72639,1563,27568
ZCTA5 27569,73507,8396,27569
ZCTA5 27570,-666666666,0,27570
ZCTA5 27571,129340,8908,27571
ZCTA5 27572,96128,6524,27572
ZCTA5 27573,44234,11954,27573
ZCTA5 27574,65378,14163,27574
