NAME,B19013_001E,B01003_001E,zip code tabulation area
ZCTA5 75492,99500,348,75492
ZCTA5 75493,60417,777,75493
ZCTA5 75494,68348,11685,75494
ZCTA5 75495,105520,10451,75495
ZCTA5 75496,77569,3066,75496
ZCTA5 75497,58333,3794,75497
ZCTA5 75501,46782,34656,75501
ZCTA5 75503,67733,27207,75503
ZCTA5 75550,68750,506,75550
ZCTA5 75551,64083,10768,75551
ZCTA5 75554,53359,2282,75554
ZCTA5 75555,46818,1508,75555
ZCTA5 75556,78333,1110,75556
ZCTA5 75558,79811,2160,75558
ZCTA5 75559,58147,5276,75559
ZCTA5 75560,71875,1007,75560
ZCTA5 75561,58025,4954,75561
ZCTA5 75562,-666666666,15,75562
ZCTA5 75563,51478,3967,75563
ZCTA5 75564,-666666666,24,75564
ZCTA5 75565,19688,250,75565
ZCTA5 75566,63889,953,75566
ZCTA5 75567,65000,3762,75567
ZCTA5 75568,47983,2271,75568
ZCTA5 75569,38750,3601,75569
ZCTA5 75570,66003,11047,75570
ZCTA5 75571,53098,2345,75571
ZCTA5 75572,41419,2942,75572
ZCTA5 75573,67188,246,75573
ZCTA5 75574,69676,1286,75574
ZCTA5 75601,63279,15653,75601
ZCTA5 75602,56659,20394,75602
ZCTA5 75603,67067,6458,75603
ZCTA5 75604,67826,31714,75604
ZCTA5 75605,75665,34584,75605
ZCTA5 75630,43281,2693,75630
ZCTA5 75631,76389,2644,75631
ZCTA5 75633,63960,12999,75633
ZCTA5 75638,56802,5363,75638
ZCTA5 75639,45795,2698,75639
ZCTA5 75640,79353,6338,75640
ZCTA5 75641,34583,77,75641
ZCTA5 75642,-666666666,50,75642
ZCTA5 75643,56685,2072,75643
ZCTA5 75644,56155,12785,75644
ZCTA5 75645,64069,10511,75645
ZCTA5 75647,61356,13457,75647
ZCTA5 75650,86540,10233,75650
ZCTA5 75651,59535,2231,75651
ZCTA5 75652,67031,14782,75652
ZCTA5 75654,69986,12184,75654
ZCTA5 75656,50183,4657,75656
ZCTA5 75657,48983,6842,75657
ZCTA5 75658,-666666666,24,75658
ZCTA5 75659,-666666666,47,75659
ZCTA5 75661,72578,2692,75661
ZCTA5 75662,65926,24570,75662
ZCTA5 75667,61793,1310,75667
ZCTA5 75668,47837,2409,75668
ZCTA5 75669,85595,1044,75669
ZCTA5 75670,39748,18549,75670
ZCTA5 75671,-666666666,0,75671
ZCTA5 75672,66789,16636,75672
ZCTA5 75680,-666666666,0,75680
ZCTA5 75681,57743,2475,75681
ZCTA5 75682,50398,713,75682
ZCTA5 75683,49375,3713,75683
ZCTA5 75684,59875,7655,75684
ZCTA5 75686,56112,13427,75686
ZCTA5 75687,-666666666,0,75687
ZCTA5 75689,-666666666,71,75689
ZCTA5 75691,87361,4673,75691
ZCTA5 75692,63654,5255,75692
ZCTA5 75693,86326,5915,75693
ZCTA5 75694,-666666666,0,75694
ZCTA5 75701,62091,35804,75701
ZCTA5 75702,51177,28095,75702
ZCTA5 75703,76347,44912,75703
ZCTA5 75704,52892,9280,75704
ZCTA5 75705,77943,1471,75705
ZCTA5 75706,57845,10975,75706
ZCTA5 75707,85406,16355,75707
ZCTA5 75708,81500,10001,75708
ZCTA5 75709,73541,5237,75709
ZCTA5 75711,-666666666,159,75711
ZCTA5 75750,67708,3246,75750
ZCTA5 75751,71524,18377,75751
ZCTA5 75752,58185,7391,75752
ZCTA5 75754,84014,7297,75754
ZCTA5 75755,58227,4863,75755
ZCTA5 75756,81442,4569,75756
ZCTA5 75757,89382,13977,75757
ZCTA5 75758,58587,10357,75758
ZCTA5 75759,-666666666,197,75759
ZCTA5 75760,77803,2114,75760
ZCTA5 75762,91429,14897,75762
ZCTA5 75763,62522,6319,75763
ZCTA5 75764,72083,170,75764
ZCTA5 75765,58438,8195,75765
ZCTA5 75766,51648,25988,75766
ZCTA5 75770,96908,2736,75770
ZCTA5 75771,90112,21146,75771
ZCTA5 75773,55745,14311,75773
ZCTA5 75778,47900,2987,75778
ZCTA5 75779,-666666666,51,75779
ZCTA5 75780,71500,391,75780
ZCTA5 75782,58750,98,75782
ZCTA5 75783,61631,8011,75783
ZCTA5 75784,61250,539,75784
ZCTA5 75785,64672,10769,75785
ZCTA5 75788,-666666666,52,75788
ZCTA5 75789,83561,8332,75789
ZCTA5 75790,68517,3790,75790
ZCTA5 75791,76154,15320,75791
ZCTA5 75792,53173,3934,75792
ZCTA5 75801,53485,16891,75801
ZCTA5 75803,59947,21390,75803
ZCTA5 75831,52188,4769,75831
ZCTA5 75833,69024,3143,75833
ZCTA5 75835,52931,11805,75835
ZCTA5 75838,37717,283,75838
ZCTA5 75839,66733,6577,75839
ZCTA5 75840,56670,6993,75840
ZCTA5 75844,49900,5004,75844
ZCTA5 75845,52991,2287,75845
ZCTA5 75846,71563,2561,75846
ZCTA5 75847,57308,1441,75847
ZCTA5 75848,-666666666,88,75848
ZCTA5 75849,46500,76,75849
ZCTA5 75850,-666666666,1407,75850
ZCTA5 75851,66500,4292,75851
ZCTA5 75852,59310,3166,75852
ZCTA5 75853,48542,1008,75853
ZCTA5 75855,42100,2779,75855
ZCTA5 75856,-666666666,172,75856
ZCTA5 75858,76053,84,75858
ZCTA5 75859,62973,2468,75859
ZCTA5 75860,57551,6451,75860
ZCTA5 75861,69257,1225,75861
ZCTA5 75862,49497,10030,75862
ZCTA5 75865,-666666666,0,75865
ZCTA5 75884,-666666666,3126,75884
ZCTA5 75886,-666666666,2722,75886
ZCTA5 75901,59083,28602,75901
ZCTA5 75903,29429,107,75903
ZCTA5 75904,59325,33578,75904
ZCTA5 75925,49464,3079,75925
ZCTA5 75926,64531,1373,75926
ZCTA5 75928,23795,936,75928
ZCTA5 75929,66181,1440,75929
ZCTA5 75930,69344,2381,75930
ZCTA5 75931,70208,2209,75931
ZCTA5 75932,58594,1339,75932
ZCTA5 75933,-666666666,1506,75933
ZCTA5 75934,-666666666,108,75934
ZCTA5 75935,54007,12651,75935
ZCTA5 75936,59375,677,75936
ZCTA5 75937,60682,1179,75937
ZCTA5 75938,48903,2456,75938
ZCTA5 75939,45767,4974,75939
ZCTA5 75941,57892,8712,75941
ZCTA5 75942,-666666666,0,75942
ZCTA5 75943,61635,1044,75943
ZCTA5 75944,32063,894,75944
ZCTA5 75946,54920,3536,75946
ZCTA5 75948,60184,5218,75948
ZCTA5 75949,58412,9041,75949
ZCTA5 75951,47873,15267,75951
ZCTA5 75954,47473,2976,75954
ZCTA5 75956,49135,7085,75956
ZCTA5 75959,49714,842,75959
ZCTA5 75960,73137,1041,75960
ZCTA5 75961,40130,14875,75961
ZCTA5 75962,-666666666,3205,75962
ZCTA5 75964,55056,21019,75964
ZCTA5 75965,52640,18350,75965
ZCTA5 75966,39759,4773,75966
ZCTA5 75968,47174,1966,75968
ZCTA5 75969,80438,4606,75969
ZCTA5 75972,42693,5896,75972
ZCTA5 75973,49792,2564,75973
ZCTA5 75974,43083,2744,75974
ZCTA5 75975,51714,3873,75975
ZCTA5 75976,66458,1201,75976
ZCTA5 75977,25139,529,75977
ZCTA5 75979,45599,11465,75979
ZCTA5 75980,45441,2309,75980
ZCTA5 76001,105760,38177,76001
ZCTA5 76002,103909,32990,76002
ZCTA5 76005,174352,6165,76005
ZCTA5 76006,55216,23594,76006
ZCTA5 76008,160778,24699,76008
ZCTA5 76009,73696,21130,76009
ZCTA5 76010,43811,55610,76010
ZCTA5 76011,51910,22297,76011
ZCTA5 76012,84468,28043,76012
ZCTA5 76013,67333,35910,76013
ZCTA5 76014,63196,32987,76014
ZCTA5 76015,70912,18540,76015
ZCTA5 76016,108701,31191,76016
ZCTA5 76017,88442,47020,76017
ZCTA5 76018,84183,26887,76018
ZCTA5 76020,91000,32866,76020
ZCTA5 76021,84745,35437,76021
ZCTA5 76022,72197,13790,76022
ZCTA5 76023,80927,7192,76023
ZCTA5 76028,100125,78699,76028
ZCTA5 76031,70672,18697,76031
ZCTA5 76033,69870,28246,76033
ZCTA5 76034,203157,25995,76034
ZCTA5 76035,99355,3247,76035
ZCTA5 76036,94124,34145,76036
ZCTA5 76039,83177,40664,76039
ZCTA5 76040,69683,31172,76040
ZCTA5 76041,128021,661,76041
ZCTA5 76043,75827,7286,76043
ZCTA5 76044,103795,8759,76044
ZCTA5 76048,66856,26301,76048
ZCTA5 76049,103239,30911,76049
ZCTA5 76050,92949,7178,76050
ZCTA5 76051,111193,50514,76051
ZCTA5 76052,144812,31569,76052
ZCTA5 76053,62402,31377,76053
ZCTA5 76054,108907,11840,76054
ZCTA5 76055,77627,3719,76055
ZCTA5 76058,66719,21531,76058
ZCTA5 76059,50000,5333,76059
ZCTA5 76060,117993,8808,76060
ZCTA5 76061,-666666666,0,76061
ZCTA5 76063,113177,81758,76063
ZCTA5 76064,70326,2803,76064
ZCTA5 76065,123664,44614,76065
ZCTA5 76066,102931,5615,76066
ZCTA5 76067,59670,20906,76067
ZCTA5 76070,135092,956,76070
ZCTA5 76071,102654,4723,76071
ZCTA5 76073,110224,7267,76073
ZCTA5 76077,199500,809,76077
ZCTA5 76078,94379,10200,76078
ZCTA5 76082,93553,24338,76082
ZCTA5 76084,100174,13645,76084
ZCTA5 76085,102014,11083,76085
ZCTA5 76086,61415,22900,76086
ZCTA5 76087,108499,33353,76087
ZCTA5 76088,107431,15748,76088
ZCTA5 76092,250001,31344,76092
ZCTA5 76093,56313,4193,76093
ZCTA5 76102,74293,11783,76102
ZCTA5 76103,55183,16769,76103
ZCTA5 76104,56848,20694,76104
ZCTA5 76105,46482,22550,76105
ZCTA5 76106,53486,36374,76106
ZCTA5 76107,79473,31112,76107
ZCTA5 76108,78471,44762,76108
ZCTA5 76109,104301,26000,76109
ZCTA5 76110,68435,32089,76110
ZCTA5 76111,56944,20823,76111
ZCTA5 76112,56179,44379,76112
ZCTA5 76114,61055,26665,76114
ZCTA5 76115,51823,21044,76115
ZCTA5 76116,54738,49685,76116
ZCTA5 76117,49041,32086,76117
ZCTA5 76118,90453,17486,76118
ZCTA5 76119,46537,53062,76119
ZCTA5 76120,74321,20031,76120
ZCTA5 76123,98618,42777,76123
ZCTA5 76126,107668,25920,76126
ZCTA5 76127,-666666666,1839,76127
ZCTA5 76129,-666666666,1722,76129
ZCTA5 76131,104301,53194,76131
ZCTA5 76132,67017,26432,76132
ZCTA5 76133,71722,53825,76133
ZCTA5 76134,67970,29207,76134
ZCTA5 76135,70590,18903,76135
ZCTA5 76137,86886,59384,76137
ZCTA5 76140,73215,31693,76140
ZCTA5 76148,90614,23608,76148
ZCTA5 76155,66004,6301,76155
ZCTA5 76164,51618,13134,76164
ZCTA5 76177,103990,24141,76177
ZCTA5 76179,108428,76468,76179
ZCTA5 76180,78688,37900,76180
ZCTA5 76182,119722,30771,76182
ZCTA5 76201,37863,29832,76201
ZCTA5 76203,-666666666,1060,76203
ZCTA5 76205,65322,19651,76205
ZCTA5 76207,91026,18252,76207
ZCTA5 76208,90833,27186,76208
ZCTA5 76209,66883,27859,76209
ZCTA5 76210,108438,46790,76210
ZCTA5 76225,71625,3311,76225
ZCTA5 76226,170530,40516,76226
ZCTA5 76227,107065,55437,76227
ZCTA5 76228,71250,1320,76228
ZCTA5 76230,64467,9885,76230
ZCTA5 76233,65701,3604,76233
ZCTA5 76234,88083,20912,76234
ZCTA5 76238,112000,504,76238
ZCTA5 76239,65000,1201,76239
ZCTA5 76240,67056,29271,76240
ZCTA5 76241,-666666666,0,76241
ZCTA5 76244,119542,75149,76244
ZCTA5 76245,75391,1778,76245
ZCTA5 76247,123173,18360,76247
ZCTA5 76248,169391,40389,76248
ZCTA5 76249,111263,10069,76249
ZCTA5 76250,101250,973,76250
ZCTA5 76251,59423,704,76251
ZCTA5 76252,95063,2836,76252
ZCTA5 76253,70000,236,76253
ZCTA5 76255,55052,5725,76255
ZCTA5 76258,93661,8042,76258
ZCTA5 76259,94433,5628,76259
ZCTA5 76261,39375,203,76261
ZCTA5 76262,143093,43589,76262
ZCTA5 76263,-666666666,30,76263
ZCTA5 76264,81576,1020,76264
ZCTA5 76265,77902,1634,76265
ZCTA5 76266,95603,18246,76266
ZCTA5 76267,-666666666,76,76267
ZCTA5 76268,74013,248,76268
ZCTA5 76270,77552,2252,76270
ZCTA5 76271,85682,1864,76271
ZCTA5 76272,93583,4947,76272
ZCTA5 76273,80244,11019,76273
ZCTA5 76301,41828,15727,76301
ZCTA5 76302,56744,11949,76302
ZCTA5 76305,78973,4929,76305
ZCTA5 76306,47004,14487,76306
ZCTA5 76308,70789,21267,76308
ZCTA5 76309,51886,13344,76309
ZCTA5 76310,83610,19362,76310
ZCTA5 76311,81912,6381,76311
ZCTA5 76351,57607,1481,76351
ZCTA5 76354,68614,11822,76354
ZCTA5 76357,77566,452,76357
ZCTA5 76360,66050,2692,76360
ZCTA5 76363,-666666666,137,76363
ZCTA5 76364,102500,222,76364
ZCTA5 76365,64307,4668,76365
ZCTA5 76366,51534,2096,76366
ZCTA5 76367,78056,14013,76367
ZCTA5 76370,86125,464,76370
ZCTA5 76371,59918,1801,76371
ZCTA5 76372,81328,1024,76372
ZCTA5 76373,-666666666,159,76373
ZCTA5 76374,41869,3915,76374
ZCTA5 76377,62679,470,76377
ZCTA5 76379,82917,623,76379
ZCTA5 76380,42463,3484,76380
ZCTA5 76384,51582,12239,76384
ZCTA5 76388,48523,215,76388
ZCTA5 76389,88750,1475,76389
ZCTA5 76401,60864,30873,76401
ZCTA5 76402,-666666666,769,76402
ZCTA5 76424,53659,8626,76424
ZCTA5 76426,84759,11065,76426
ZCTA5 76427,69375,1125,76427
ZCTA5 76429,2499,157,76429
ZCTA5 76430,68077,2383,76430
ZCTA5 76431,82971,4480,76431
ZCTA5 76432,61298,1376,76432
ZCTA5 76433,110160,2018,76433
ZCTA5 76435,70417,732,76435
ZCTA5 76436,52083,87,76436
ZCTA5 76437,60118,5895,76437
ZCTA5 76439,-666666666,0,76439
ZCTA5 76442,59291,7082,76442
ZCTA5 76443,46033,1812,76443
ZCTA5 76444,72325,4235,76444
ZCTA5 76445,-666666666,363,76445
ZCTA5 76446,63225,8144,76446
ZCTA5 76448,56957,4920,76448
ZCTA5 76449,70819,2157,76449
ZCTA5 76450,67076,12890,76450
ZCTA5 76452,-666666666,138,76452
ZCTA5 76453,96141,1474,76453
ZCTA5 76454,38026,1396,76454
ZCTA5 76455,60192,675,76455
ZCTA5 76457,64063,4449,76457
ZCTA5 76458,62969,6103,76458
ZCTA5 76459,34688,87,76459
ZCTA5 76460,90481,453,76460
ZCTA5 76462,95398,4920,76462
ZCTA5 76463,52917,489,76463
ZCTA5 76464,60391,463,76464
ZCTA5 76466,-666666666,620,76466
ZCTA5 76469,59000,41,76469
ZCTA5 76470,38523,3161,76470
ZCTA5 76471,42333,1530,76471
ZCTA5 76472,100947,1343,76472
ZCTA5 76474,-666666666,421,76474
ZCTA5 76475,48977,1037,76475
ZCTA5 76476,77429,3638,76476
ZCTA5 76481,78255,206,76481
ZCTA5 76483,46705,675,76483
ZCTA5 76484,93684,1000,76484
ZCTA5 76486,81131,1375,76486
ZCTA5 76487,73810,3799,76487
ZCTA5 76490,-666666666,40,76490
ZCTA5 76491,75313,861,76491
ZCTA5 76501,50764,17223,76501
ZCTA5 76502,80504,51175,76502
ZCTA5 76504,50420,24856,76504
ZCTA5 76511,64215,2473,76511
ZCTA5 76513,82366,44855,76513
ZCTA5 76518,57500,1290,76518
ZCTA5 76519,73947,672,76519
ZCTA5 76520,63037,8098,76520
ZCTA5 76522,70629,41895,76522
ZCTA5 76523,69896,402,76523
ZCTA5 76524,74671,3855,76524
ZCTA5 76525,73370,1210,76525
ZCTA5 76527,83533,4686,76527
ZCTA5 76528,66989,18490,76528
ZCTA5 76530,102000,2704,76530
ZCTA5 76531,55651,4673,76531
ZCTA5 76534,81000,2812,76534
ZCTA5 76537,96067,12526,76537
ZCTA5 76538,61103,996,76538
ZCTA5 76539,95899,8642,76539
ZCTA5 76541,36739,18571,76541
ZCTA5 76542,72891,53631,76542
ZCTA5 76543,51239,33713,76543
ZCTA5 76544,59753,26896,76544
ZCTA5 76548,80847,33071,76548
ZCTA5 76549,62536,56083,76549
ZCTA5 76550,73697,13699,76550
ZCTA5 76554,73558,2199,76554
ZCTA5 76556,52479,1928,76556
ZCTA5 76557,75958,5341,76557
ZCTA5 76559,72388,6896,76559
ZCTA5 76561,69875,1070,76561
ZCTA5 76565,-666666666,0,76565
ZCTA5 76566,139342,387,76566
ZCTA5 76567,52292,8457,76567
ZCTA5 76569,72400,2946,76569
ZCTA5 76570,39420,2506,76570
ZCTA5 76571,103341,9454,76571
ZCTA5 76573,-666666666,22,76573
ZCTA5 76574,72805,19746,76574
ZCTA5 76577,70174,3297,76577
ZCTA5 76578,100500,1561,76578
ZCTA5 76579,83146,5729,76579
ZCTA5 76596,-666666666,1066,76596
ZCTA5 76597,-666666666,3333,76597
ZCTA5 76598,-666666666,452,76598
ZCTA5 76599,-666666666,1906,76599
ZCTA5 76621,96413,1033,76621
ZCTA5 76622,75000,1497,76622
ZCTA5 76623,50536,102,76623
ZCTA5 76624,82934,2679,76624
ZCTA5 76626,94476,1219,76626
ZCTA5 76627,64318,1399,76627
ZCTA5 76628,96250,101,76628
ZCTA5 76629,72596,1812,76629
ZCTA5 76630,75938,1688,76630
ZCTA5 76631,64167,471,76631
ZCTA5 76632,56196,1464,76632
ZCTA5 76633,105174,6037,76633
ZCTA5 76634,72654,7483,76634
ZCTA5 76635,56354,1382,76635
ZCTA5 76636,68750,1678,76636
ZCTA5 76637,75909,463,76637
ZCTA5 76638,125938,3395,76638
ZCTA5 76639,47760,2005,76639
ZCTA5 76640,61458,2958,76640
ZCTA5 76641,74205,2094,76641
ZCTA5 76642,60186,6226,76642
ZCTA5 76643,83798,16244,76643
ZCTA5 76645,61792,11321,76645
ZCTA5 76648,49432,2922,76648
ZCTA5 76649,80357,919,76649
ZCTA5 76650,81875,86,76650
ZCTA5 76651,69191,4071,76651
ZCTA5 76652,71250,954,76652
ZCTA5 76653,60734,1133,76653
ZCTA5 76654,72917,168,76654
ZCTA5 76655,106012,9572,76655
ZCTA5 76656,74286,2478,76656
ZCTA5 76657,100160,12770,76657
ZCTA5 76660,43214,480,76660
ZCTA5 76661,40379,7266,76661
ZCTA5 76664,72600,3425,76664
ZCTA5 76665,62098,2643,76665
ZCTA5 76666,43889,245,76666
ZCTA5 76667,50396,10494,76667
ZCTA5 76670,59620,1921,76670
ZCTA5 76671,69054,1976,76671
ZCTA5 76673,61125,1178,76673
ZCTA5 76676,75500,353,76676
ZCTA5 76678,58182,119,76678
ZCTA5 76679,65179,1158,76679
ZCTA5 76680,-666666666,194,76680
ZCTA5 76681,43365,760,76681
ZCTA5 76682,78750,3559,76682
ZCTA5 76685,68816,52,76685
ZCTA5 76686,64500,275,76686
ZCTA5 76687,72072,1875,76687
ZCTA5 76689,76250,4421,76689
ZCTA5 76690,43958,1280,76690
ZCTA5 76691,72632,6288,76691
ZCTA5 76692,55455,9662,76692
ZCTA5 76693,56250,1966,76693
ZCTA5 76701,24593,1732,76701
ZCTA5 76704,24208,7387,76704
ZCTA5 76705,54881,31750,76705
ZCTA5 76706,42277,40668,76706
ZCTA5 76707,38208,16602,76707
ZCTA5 76708,66764,27679,76708
ZCTA5 76710,53304,23270,76710
ZCTA5 76711,52617,9631,76711
ZCTA5 76712,96267,28719,76712
ZCTA5 76798,-666666666,2903,76798
ZCTA5 76801,51712,25152,76801
ZCTA5 76802,78000,5317,76802
ZCTA5 76820,-666666666,128,76820
ZCTA5 76821,65250,4572,76821
ZCTA5 76823,56853,2911,76823
ZCTA5 76824,-666666666,0,76824
ZCTA5 76825,50766,6595,76825
ZCTA5 76827,-666666666,615,76827
ZCTA5 76828,46116,196,76828
ZCTA5 76831,-666666666,0,76831
ZCTA5 76832,-666666666,517,76832
ZCTA5 76834,51766,4861,76834
ZCTA5 76836,-666666666,3,76836
ZCTA5 76837,52917,1946,76837
ZCTA5 76841,-666666666,201,76841
ZCTA5 76842,-666666666,188,76842
ZCTA5 76844,67037,3202,76844
ZCTA5 76845,60625,172,76845
ZCTA5 76848,-666666666,53,76848
ZCTA5 76849,59311,3488,76849
ZCTA5 76852,77639,276,76852
ZCTA5 76853,64750,1653,76853
ZCTA5 76854,101500,483,76854
ZCTA5 76856,75048,3525,76856
ZCTA5 76857,48791,2118,76857
ZCTA5 76858,64375,251,76858
ZCTA5 76859,43705,1666,76859
ZCTA5 76861,86125,2145,76861
ZCTA5 76862,76406,240,76862
ZCTA5 76864,47070,802,76864
ZCTA5 76865,57109,237,76865
ZCTA5 76866,54091,918,76866
ZCTA5 76869,-666666666,11,76869
ZCTA5 76870,74583,66,76870
ZCTA5 76871,85144,560,76871
ZCTA5 76872,55278,662,76872
ZCTA5 76873,-666666666,89,76873
ZCTA5 76874,-666666666,0,76874
ZCTA5 76875,57361,498,76875
ZCTA5 76877,52563,4527,76877
ZCTA5 76878,48125,1797,76878
ZCTA5 76880,-666666666,0,76880
ZCTA5 76882,59539,266,76882
ZCTA5 76884,86563,94,76884
ZCTA5 76885,90417,92,76885
ZCTA5 76887,94271,76,76887
ZCTA5 76888,58750,119,76888
ZCTA5 76890,57857,812,76890
ZCTA5 76901,64542,31581,76901
ZCTA5 76902,-666666666,0,76902
ZCTA5 76903,49045,31181,76903
ZCTA5 76904,79617,36444,76904
ZCTA5 76905,81645,13761,76905
ZCTA5 76908,-666666666,1566,76908
ZCTA5 76909,-666666666,420,76909
ZCTA5 76930,55893,107,76930
ZCTA5 76932,69620,3239,76932
ZCTA5 76933,62548,1467,76933
ZCTA5 76934,50385,1172,76934
ZCTA5 76935,84750,1638,76935
ZCTA5 76936,86932,2399,76936
ZCTA5 76937,105820,267,76937
ZCTA5 76939,-666666666,0,76939
ZCTA5 76940,-666666666,68,76940
ZCTA5 76941,57708,1216,76941
ZCTA5 76943,107860,2772,76943
ZCTA5 76945,40556,1706,76945
ZCTA5 76950,75080,3490,76950
ZCTA5 76951,78750,1389,76951
ZCTA5 76953,100375,40,76953
ZCTA5 76955,83056,187,76955
ZCTA5 76957,-666666666,203,76957
ZCTA5 76958,-666666666,289,76958
ZCTA5 77002,85436,19616,77002
ZCTA5 77003,88837,9721,77003
ZCTA5 77004,65901,35866,77004
ZCTA5 77005,215708,28231,77005
ZCTA5 77006,102003,23927,77006
ZCTA5 77007,140878,45337,77007
ZCTA5 77008,142414,40155,77008
ZCTA5 77009,81921,36107,77009
ZCTA5 77010,183681,620,77010
ZCTA5 77011,49163,15681,77011
ZCTA5 77012,48287,16780,77012
ZCTA5 77013,44530,17680,77013
ZCTA5 77014,54456,36314,77014
ZCTA5 77015,57324,58822,77015
ZCTA5 77016,46411,29480,77016
ZCTA5 77017,53750,30797,77017
ZCTA5 77018,121658,29595,77018
ZCTA5 77019,108353,23662,77019
ZCTA5 77020,49481,25583,77020
ZCTA5 77021,45034,24884,77021
ZCTA5 77022,48386,26135,77022
ZCTA5 77023,50018,24962,77023
ZCTA5 77024,142039,37647,77024
ZCTA5 77025,78076,29177,77025
ZCTA5 77026,34835,20536,77026
ZCTA5 77027,102861,19269,77027
ZCTA5 77028,36244,18379,77028
ZCTA5 77029,49601,15931,77029
ZCTA5 77030,79415,12976,77030
ZCTA5 77031,46892,15740,77031
ZCTA5 77032,36731,13536,77032
ZCTA5 77033,37081,28079,77033
ZCTA5 77034,59516,37185,77034
ZCTA5 77035,57691,34849,77035
ZCTA5 77036,43853,71036,77036
ZCTA5 77037,46176,17806,77037
ZCTA5 77038,50655,31271,77038
ZCTA5 77039,44567,28335,77039
ZCTA5 77040,67254,50446,77040
ZCTA5 77041,79164,33180,77041
ZCTA5 77042,57745,40725,77042
ZCTA5 77043,75017,26343,77043
ZCTA5 77044,92416,55746,77044
ZCTA5 77045,61166,32482,77045
ZCTA5 77046,115516,1873,77046
ZCTA5 77047,73947,35248,77047
ZCTA5 77048,54625,20430,77048
ZCTA5 77049,70514,40373,77049
ZCTA5 77050,30346,5854,77050
ZCTA5 77051,40030,18506,77051
ZCTA5 77053,63739,30256,77053
ZCTA5 77054,59087,26696,77054
ZCTA5 77055,73297,44088,77055
ZCTA5 77056,101932,23314,77056
ZCTA5 77057,66200,45394,77057
ZCTA5 77058,66471,18572,77058
ZCTA5 77059,166614,18386,77059
ZCTA5 77060,37843,44920,77060
ZCTA5 77061,44520,24238,77061
ZCTA5 77062,105824,24892,77062
ZCTA5 77063,54509,39994,77063
ZCTA5 77064,85318,48924,77064
ZCTA5 77065,75496,38393,77065
ZCTA5 77066,83545,38315,77066
ZCTA5 77067,51278,31800,77067
ZCTA5 77068,85873,12289,77068
ZCTA5 77069,73599,20935,77069
ZCTA5 77070,72440,57645,77070
ZCTA5 77071,55147,26794,77071
ZCTA5 77072,49893,58681,77072
ZCTA5 77073,72271,43684,77073
ZCTA5 77074,47408,37467,77074
ZCTA5 77075,71509,41012,77075
ZCTA5 77076,39895,32641,77076
ZCTA5 77077,71080,63421,77077
ZCTA5 77078,38838,14705,77078
ZCTA5 77079,103089,35540,77079
ZCTA5 77080,63056,49064,77080
ZCTA5 77081,42228,51366,77081
ZCTA5 77082,60510,57269,77082
ZCTA5 77083,65349,74843,77083
ZCTA5 77084,76327,109115,77084
ZCTA5 77085,66651,16947,77085
ZCTA5 77086,58184,28623,77086
ZCTA5 77087,53624,35192,77087
ZCTA5 77088,52549,54115,77088
ZCTA5 77089,87262,56607,77089
ZCTA5 77090,48196,41843,77090
ZCTA5 77091,35737,29135,77091
ZCTA5 77092,56741,36185,77092
ZCTA5 77093,41958,46091,77093
ZCTA5 77094,160350,10718,77094
ZCTA5 77095,95657,69912,77095
ZCTA5 77096,84395,33991,77096
ZCTA5 77098,115867,16318,77098
ZCTA5 77099,48735,49271,77099
ZCTA5 77204,-666666666,4056,77204
ZCTA5 77301,64885,36835,77301
ZCTA5 77302,81886,19787,77302
ZCTA5 77303,72827,26324,77303
ZCTA5 77304,78574,42277,77304
ZCTA5 77306,76411,17695,77306
ZCTA5 77316,129418,31917,77316
ZCTA5 77318,90246,19820,77318
ZCTA5 77320,51765,37458,77320
ZCTA5 77326,-666666666,240,77326
ZCTA5 77327,57538,37574,77327
ZCTA5 77328,57725,17816,77328
ZCTA5 77331,50321,7348,77331
ZCTA5 77334,-666666666,211,77334
ZCTA5 77335,60365,2945,77335
ZCTA5 77336,83267,12510,77336
ZCTA5 77338,68808,47335,77338
ZCTA5 77339,84015,43364,77339
ZCTA5 77340,46878,35439,77340
ZCTA5 77341,-666666666,0,77341
ZCTA5 77342,-666666666,0,77342
ZCTA5 77345,156844,27574,77345
ZCTA5 77346,116658,75577,77346
ZCTA5 77350,-666666666,321,77350
ZCTA5 77351,62710,35828,77351
ZCTA5 77354,112093,40501,77354
ZCTA5 77355,101270,31727,77355
ZCTA5 77356,113750,31069,77356
ZCTA5 77357,73773,34770,77357
ZCTA5 77358,79018,5565,77358
ZCTA5 77359,59432,727,77359
ZCTA5 77360,49004,6130,77360
ZCTA5 77362,80982,7474,77362
ZCTA5 77363,78667,3246,77363
ZCTA5 77364,60398,1835,77364
ZCTA5 77365,96093,43025,77365
ZCTA5 77367,73923,634,77367
ZCTA5 77368,-666666666,0,77368
ZCTA5 77369,-666666666,607,77369
ZCTA5 77371,78705,7548,77371
ZCTA5 77372,78601,14088,77372
ZCTA5 77373,86693,68273,77373
ZCTA5 77374,-666666666,334,77374
ZCTA5 77375,95813,71198,77375
ZCTA5 77376,-666666666,575,77376
ZCTA5 77377,123015,39154,77377
ZCTA5 77378,68595,17576,77378
ZCTA5 77379,110712,83163,77379
ZCTA5 77380,84468,31151,77380
ZCTA5 77381,142210,35184,77381
ZCTA5 77382,169669,40170,77382
ZCTA5 77384,103745,24148,77384
